index,name_recall,name_precision,type_accuracy,value_recall,value_precision,name_info,type_info,value_info
25,1.0,1.0,0.6666666666666666,1.0,1.0,"[('焊缝温度', '焊缝温度'), ('锤击', '锤击'), ('焊缝出现裂缝', '焊缝出现裂缝')]","{'焊缝温度': 1, '锤击': 1, '焊缝出现裂缝': 0}","{'焊缝出现裂缝': {'content': [('焊缝出现裂缝:出现裂缝', '焊缝出现裂缝:出现裂缝'), ('焊缝出现裂缝:不出现裂缝', '焊缝出现裂缝:未出现裂缝')], 'recall': 1.0, 'precision': 1.0}}"
30,0.5,0.6666666666666666,0.5,1.0,1.0,"[('支撑与梁柱节点的连接方式', '支撑与梁柱节点的连接方式'), ('连接精度的控制', '连接精度的控制')]","{'支撑与梁柱节点的连接方式': 1, '连接精度的控制': 0}","{'连接精度的控制': {'content': [('连接精度的控制:容易实现', '连接精度的控制:易于实现'), ('连接精度的控制:不易实现', '连接精度的控制:难以实现')], 'recall': 1.0, 'precision': 1.0}}"
29,1.0,0.8,0.75,0.6666666666666666,0.6666666666666666,"[('现场施工条件', '现场施工条件'), ('粉煤灰混凝土的强度发展', '粉煤灰混凝土的强度发展'), ('薄壁混凝土结构的干缩开裂', '薄壁混凝土结构的干缩开裂'), ('粉煤灰掺量', '粉煤灰掺量')]","{'现场施工条件': 1, '粉煤灰混凝土的强度发展': 1, '薄壁混凝土结构的干缩开裂': 0, '粉煤灰掺量': 1}","{'粉煤灰掺量': {'content': [('粉煤灰掺量:适当降低', '粉煤灰掺量:适当降低'), ('粉煤灰掺量:保持不变', '粉煤灰掺量:保持不变')], 'recall': 0.6666666666666666, 'precision': 0.6666666666666666}}"
28,1.0,0.75,0.6666666666666666,1.0,1.0,"[('环境类型', '环境类型'), ('混凝土强度等级', '混凝土强度等级'), ('混凝土材料劣化', '混凝土材料劣化')]","{'环境类型': 1, '混凝土强度等级': 1, '混凝土材料劣化': 0}","{'混凝土材料劣化': {'content': [('混凝土材料劣化:劣化', '混凝土材料劣化:劣化'), ('混凝土材料劣化:不劣化', '混凝土材料劣化:未劣化')], 'recall': 1.0, 'precision': 1.0}}"
18,1.0,1.0,0.7142857142857143,0.6666666666666666,1.0,"[('支护结构施工', '支护结构施工'), ('降水', '降水'), ('基坑开挖', '基坑开挖'), ('相邻地面', '周围土体及围护墙侧向移动'), ('邻近建（构）筑物及地下管线', '架空管线'), ('周围环境安全性', '土体加固'), ('防范措施', '结构托换')]","{'支护结构施工': 1, '降水': 1, '基坑开挖': 1, '相邻地面': 1, '邻近建（构）筑物及地下管线': 0, '周围环境安全性': 0, '防范措施': 1}","{'防范措施': {'content': [('防范措施:结构托换', '防范措施:托换'), ('防范措施:架空管线', '防范措施:未托换')], 'recall': 0.6666666666666666, 'precision': 1.0}}"
26,0.8,1.0,0.75,1.0,1.0,"[('排架侧移刚度', '排架侧移刚度'), ('地震反应', '地震反应'), ('震害破坏', '震害破坏'), ('多跨厂房各跨上吊车的铁梯', '多跨厂房铁梯集中')]","{'排架侧移刚度': 1, '地震反应': 1, '震害破坏': 0, '多跨厂房各跨上吊车的铁梯': 1}","{'多跨厂房各跨上吊车的铁梯': {'content': [('多跨厂房各跨上吊车的铁梯:集中在同一横向轴线', '多跨厂房各跨上吊车的铁梯:集中在同一横向轴线'), ('多跨厂房各跨上吊车的铁梯:不集中在同一横向轴线', '多跨厂房各跨上吊车的铁梯:不集中在同一横向轴线')], 'recall': 1.0, 'precision': 1.0}}"
23,1.0,1.0,0.75,1.0,1.0,"[('风速', '风速'), ('防护装置设置', '防护装置设置'), ('二氧化碳气体对焊接电弧的保护', '焊接电弧的保护作用'), ('焊缝质量', '焊缝缺陷')]","{'风速': 1, '防护装置设置': 1, '二氧化碳气体对焊接电弧的保护': 1, '焊缝质量': 0}","{'焊缝质量': {'content': [('焊缝质量:无缺陷', '焊缝质量:未产生'), ('焊缝质量:有缺陷', '焊缝质量:产生')], 'recall': 1.0, 'precision': 1.0}}"
22,1.0,1.0,0.8,1.0,1.0,"[('建筑物抗震设防烈度', '建筑物抗震设防烈度'), ('建筑物体型和抗侧力系统复杂性', '建筑物体型和抗侧力系统复杂性'), ('结构薄弱部位的应力集中和弹塑性变形集中', '结构薄弱部位的应力集中和弹塑性变形'), ('建筑物倒塌风险', '建筑物倒塌风险'), ('检验结构抗震薄弱部位的方法', '抗震薄弱部位的检验方法'), ('建筑物抗震性能', '')]","{'建筑物抗震设防烈度': 1, '建筑物体型和抗侧力系统复杂性': 0, '结构薄弱部位的应力集中和弹塑性变形集中': 1, '建筑物倒塌风险': 1, '检验结构抗震薄弱部位的方法': 1}","{'检验结构抗震薄弱部位的方法': {'content': [('检验结构抗震薄弱部位的方法:采用弹塑性分析方法', '检验结构抗震薄弱部位的方法:采用弹塑性分析方法'), ('检验结构抗震薄弱部位的方法:不采用弹塑性分析方法', '检验结构抗震薄弱部位的方法:不采用弹塑性分析方法')], 'recall': 1.0, 'precision': 1.0}}"
32,0.8,0.8,1.0,1.0,1.0,"[('混凝土折合厚度', '混凝土折合厚度'), ('自重', '自重'), ('抗震及基础负担', '抗震及基础负担'), ('浪费', '浪费')]","{'混凝土折合厚度': 1, '自重': 1, '抗震及基础负担': 1, '浪费': 1}","{'浪费': {'content': [('浪费:形成不必要的浪费', '浪费:不必要'), ('浪费:避免浪费', '浪费:必要')], 'recall': 1.0, 'precision': 1.0}}"
21,1.0,0.7272727272727273,0.8333333333333334,1.0,1.0,"[('土工合成材料', '土工合成材料的强度'), ('土工合成材料', '土工合成材料的徐变性'), ('土工合成材料', '土工合成材料的延伸率'), ('合成材料极限强度', '合成材料的极限强度'), ('土层', '垫层及下卧层土体的稳定性'), ('地基整体破坏', '地基的整体破坏'), ('上部建筑沉降', '上部建筑的沉降'), ('建筑结构破坏', '建筑结构的破坏')]","{'土工合成材料': 1, '合成材料极限强度': 1, '土层': 1, '地基整体破坏': 1, '上部建筑沉降': 1, '建筑结构破坏': 0}","{'建筑结构破坏': {'content': [('建筑结构破坏:严重', '建筑结构破坏:严重'), ('建筑结构破坏:轻微或无', '建筑结构破坏:轻微')], 'recall': 1.0, 'precision': 1.0}}"
34,0.8,0.5714285714285714,0.25,1.0,1.0,"[('打火引弧位置', '打火引弧位置'), ('母材表面应力集中', '母材表面应力集中'), ('缺口附近的断裂韧性值', '缺口附近的断裂韧性值'), ('承受动荷载时的疲劳强度', '承受动荷载时的疲劳强度')]","{'打火引弧位置': 0, '母材表面应力集中': 1, '缺口附近的断裂韧性值': 0, '承受动荷载时的疲劳强度': 0}","{'承受动荷载时的疲劳强度': {'content': [('承受动荷载时的疲劳强度:受影响', '承受动荷载时的疲劳强度:受影响'), ('承受动荷载时的疲劳强度:未受影响', '承受动荷载时的疲劳强度:未受影响')], 'recall': 1.0, 'precision': 1.0}}"
24,1.0,1.0,0.8333333333333334,1.0,1.0,"[('盐胀临界深度', '盐胀临界深度'), ('建筑物浅基的埋深', '建筑物浅基的埋深'), ('盐胀压力', '盐胀压力'), ('基础埋深', '基础埋深'), ('室内地面处理', '室内地面处理'), ('地面膨胀破坏', '地面膨胀破坏')]","{'盐胀临界深度': 1, '建筑物浅基的埋深': 1, '盐胀压力': 1, '基础埋深': 1, '室内地面处理': 1, '地面膨胀破坏': 0}","{'地面膨胀破坏': {'content': [('地面膨胀破坏:避免', '地面膨胀破坏:不发生'), ('地面膨胀破坏:发生', '地面膨胀破坏:发生')], 'recall': 1.0, 'precision': 1.0}}"
27,1.0,1.0,0.8333333333333334,1.0,1.0,"[('转换层上、下部结构侧向刚度比', '转换层上、下部结构侧向刚度比'), ('底部抽柱数量', '底部抽柱数量'), ('转换层上、下部柱截面几何形状', '转换层上、下部柱截面选择'), ('结构构件的内力突变', '构件内力突变'), ('构件受力状况', '构件受力状况'), ('侧向刚度比满足要求', '侧向刚度比满足情况')]","{'转换层上、下部结构侧向刚度比': 0, '底部抽柱数量': 1, '转换层上、下部柱截面几何形状': 1, '结构构件的内力突变': 1, '构件受力状况': 1, '侧向刚度比满足要求': 1}","{'侧向刚度比满足要求': {'content': [('侧向刚度比满足要求:满足', '侧向刚度比满足要求:满足要求'), ('侧向刚度比满足要求:不满足', '侧向刚度比满足要求:不满足要求')], 'recall': 1.0, 'precision': 1.0}}"
31,1.0,1.0,0.5714285714285714,1.0,1.0,"[('桩中心间距与桩径之比', '桩中心间距与桩径之比'), ('桩的竖向抗压承载力', '桩的竖向抗压承载力'), ('布桩间距', '布桩间距'), ('桩帽造价', '桩帽造价'), ('加筋体性能要求', '加筋体性能要求'), ('填土总厚度', '填土总厚度'), ('方案合理性', '方案合理性')]","{'桩中心间距与桩径之比': 1, '桩的竖向抗压承载力': 1, '布桩间距': 1, '桩帽造价': 0, '加筋体性能要求': 0, '填土总厚度': 0, '方案合理性': 1}","{'方案合理性': {'content': [('方案合理性:合理', '方案合理性:合理'), ('方案合理性:不合理', '方案合理性:不合理')], 'recall': 1.0, 'precision': 1.0}}"
36,0.4,0.4,0.5,0.5,0.5,"[('膨润土防水材料的保护', '雨季施工的保护措施'), ('膨润土材料的膨胀', '膨润土材料的膨胀情况')]","{'膨润土防水材料的保护': 1, '膨润土材料的膨胀': 0}","{'膨润土材料的膨胀': {'content': [('膨润土材料的膨胀:未膨胀', '膨润土材料的膨胀:未膨胀')], 'recall': 0.5, 'precision': 0.5}}"
35,0.8333333333333334,1.0,0.8,1.0,1.0,"[('结构自重', '基础承载'), ('初始跨度', '梁的跨度'), ('梁剪切破坏', '梁剪切破坏'), ('增设抗震墙', '抗震墙'), ('增设翼墙', '翼墙')]","{'结构自重': 1, '初始跨度': 1, '梁剪切破坏': 0, '增设抗震墙': 1, '增设翼墙': 1}","{'增设翼墙': {'content': [('增设翼墙:增设', '增设翼墙:增设'), ('增设翼墙:不增设', '增设翼墙:不增设')], 'recall': 1.0, 'precision': 1.0}}"
33,1.0,1.0,0.6,1.0,1.0,"[('氯离子含量', '氯离子含量'), ('混凝土碱含量', '碱含量'), ('钢筋锈蚀', '钢筋锈蚀'), ('碱骨料反应', '碱骨料反应'), ('结构构件受力性能和耐久性', '结构构件受力性能'), ('结构构件受力性能和耐久性', '结构构件耐久性')]","{'氯离子含量': 0, '混凝土碱含量': 0, '钢筋锈蚀': 1, '碱骨料反应': 1, '结构构件受力性能和耐久性': 1}","{'结构构件受力性能和耐久性': {'content': [('结构构件受力性能和耐久性:良好', '结构构件受力性能和耐久性:良好'), ('结构构件受力性能和耐久性:受损', '结构构件受力性能和耐久性:受损')], 'recall': 1.0, 'precision': 1.0}}"
42,0.8,0.8,0.75,1.0,0.6666666666666666,"[('板厚', '板厚'), ('承压承载力', '承压承载力'), ('摩擦系数', '摩擦系数'), ('板件局部应力', '局部应力')]","{'板厚': 1, '承压承载力': 1, '摩擦系数': 0, '板件局部应力': 1}","{'板件局部应力': {'content': [('板件局部应力:过大', '板件局部应力:过大'), ('板件局部应力:适中', '板件局部应力:适中')], 'recall': 1.0, 'precision': 0.6666666666666666}}"
41,0.75,0.375,0.5,1.0,1.0,"[('板面裂缝', '板面裂缝'), ('板边和板角的构造钢筋', '板角配筋形式'), ('板边和板角的构造钢筋', '板角配筋范围')]","{'板面裂缝': 0, '板边和板角的构造钢筋': 1}","{'板边和板角的构造钢筋': {'content': [('板边和板角的构造钢筋:布置', '板边和板角的构造钢筋:大范围'), ('板边和板角的构造钢筋:不布置', '板边和板角的构造钢筋:小范围')], 'recall': 1.0, 'precision': 1.0}}"
43,1.0,1.0,0.3333333333333333,1.0,1.0,"[('屈曲约束支撑的设计', '屈曲约束支撑的受力状态'), ('施工误差', '屈曲约束支撑的施工误差'), ('支撑破坏', '屈曲约束支撑的破坏情况')]","{'屈曲约束支撑的设计': 0, '施工误差': 1, '支撑破坏': 0}","{'支撑破坏': {'content': [('支撑破坏:避免', '支撑破坏:未破坏'), ('支撑破坏:发生', '支撑破坏:破坏')], 'recall': 1.0, 'precision': 1.0}}"
40,0.42857142857142855,1.0,0.6666666666666666,1.0,1.0,"[('屋架上弦的附加扭矩', '屋架上弦附加扭矩'), ('屋架上弦的破坏', '屋架上弦破坏'), ('截面抗扭验算', '截面抗扭验算')]","{'屋架上弦的附加扭矩': 1, '屋架上弦的破坏': 0, '截面抗扭验算': 1}","{'截面抗扭验算': {'content': [('截面抗扭验算:进行', '截面抗扭验算:进行'), ('截面抗扭验算:不进行', '截面抗扭验算:不进行')], 'recall': 1.0, 'precision': 1.0}}"
19,0.9,1.0,0.8888888888888888,1.0,1.0,"[('横向裂缝宽度', '横向裂缝'), ('钢筋网防锈措施', '钢筋网的防锈措施'), ('钢筋网锈蚀', '钢筋网锈蚀'), ('混凝土剥落', '混凝土剥落'), ('保护层厚度', '保护层厚度'), ('构件耐久性', '构件耐久性'), ('结构物外观要求', '结构物外观要求'), ('防水功能', '防水功能'), ('灌缝与封闭', '裂缝处理')]","{'横向裂缝宽度': 1, '钢筋网防锈措施': 1, '钢筋网锈蚀': 1, '混凝土剥落': 1, '保护层厚度': 0, '构件耐久性': 1, '结构物外观要求': 1, '防水功能': 1, '灌缝与封闭': 1}","{'灌缝与封闭': {'content': [('灌缝与封闭:及时进行', '灌缝与封闭:灌缝与封闭'), ('灌缝与封闭:不及时进行', '灌缝与封闭:未处理')], 'recall': 1.0, 'precision': 1.0}}"
37,1.0,0.6,0.6666666666666666,1.0,1.0,"[('氯盐含量', '氯盐含量'), ('混凝土耐久性', '结构耐久性'), ('原材料中氯离子控制', '防水混凝土配制')]","{'氯盐含量': 0, '混凝土耐久性': 1, '原材料中氯离子控制': 1}","{'原材料中氯离子控制': {'content': [('原材料中氯离子控制:严格', '原材料中氯离子控制:严格控制'), ('原材料中氯离子控制:不严格', '原材料中氯离子控制:未严格控制')], 'recall': 1.0, 'precision': 1.0}}"
38,0.8571428571428571,0.75,1.0,1.0,1.0,"[('楼盖应力集中', '应力集中'), ('楼盖面内变形', '面内变形情况'), ('楼板开洞位置', '洞口位置'), ('楼板开洞尺寸', '开洞深梁内设置矩形洞口的尺寸和位置'), ('楼板传力可靠性', '楼板传力可靠性'), ('楼板加强措施', '加强措施')]","{'楼盖应力集中': 1, '楼盖面内变形': 1, '楼板开洞位置': 1, '楼板开洞尺寸': 1, '楼板传力可靠性': 1, '楼板加强措施': 1}","{'楼板加强措施': {'content': [('楼板加强措施:无', '楼板加强措施:未制定'), ('楼板加强措施:有', '楼板加强措施:制定')], 'recall': 1.0, 'precision': 1.0}}"
48,0.5,0.3333333333333333,1.0,1.0,1.0,"[('构件端部混凝土劈裂裂缝', '端部混凝土劈裂裂缝'), ('自锚端局部承载力', '自锚端的局部承载力')]","{'构件端部混凝土劈裂裂缝': 1, '自锚端局部承载力': 1}","{'自锚端局部承载力': {'content': [('自锚端局部承载力:保证', '自锚端局部承载力:保证'), ('自锚端局部承载力:不保证', '自锚端局部承载力:不保证')], 'recall': 1.0, 'precision': 1.0}}"
44,0.8,0.5714285714285714,0.75,1.0,1.0,"[('桩长范围和桩端承压水土层', '桩长范围和桩端承压水土层'), ('选用的成桩工艺', '成桩工艺'), ('桩端承压水水头', '桩端承压水'), ('桩体强度', '桩体强度')]","{'桩长范围和桩端承压水土层': 1, '选用的成桩工艺': 1, '桩端承压水水头': 1, '桩体强度': 0}","{'桩体强度': {'content': [('桩体强度:严重降低', '桩体强度:严重降低'), ('桩体强度:保持稳定', '桩体强度:保持稳定')], 'recall': 1.0, 'precision': 1.0}}"
45,0.6666666666666666,1.0,1.0,0.5,0.5,"[('混凝土强度', '混凝土强度'), ('钢筋保护层厚度', '钢筋保护层厚度'), ('防腐蚀措施', '防腐蚀措施'), ('成本', '成本')]","{'混凝土强度': 1, '钢筋保护层厚度': 1, '防腐蚀措施': 1, '成本': 1}","{'成本': {'content': [('成本:可控', '成本:不显著增加')], 'recall': 0.5, 'precision': 0.5}}"
52,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,"[('焊接裂纹', '焊接裂纹'), ('焊工修补裂纹', '返修措施')]","{'焊接裂纹': 1, '焊工修补裂纹': 1}","{'焊工修补裂纹': {'content': [('焊工修补裂纹:随意修补', '焊工修补裂纹:随意修补'), ('焊工修补裂纹:由技术人员制定修补方案再修补', '焊工修补裂纹:技术人员制定')], 'recall': 0.6666666666666666, 'precision': 1.0}}"
49,0.75,0.75,0.6666666666666666,0.5,0.5,"[('地基液化', '地基液化'), ('上部结构地震力', '上部结构的地震力'), ('上部结构下沉或倾斜', '上部结构的下沉或倾斜')]","{'地基液化': 1, '上部结构地震力': 0, '上部结构下沉或倾斜': 1}","{'上部结构下沉或倾斜': {'content': [('上部结构下沉或倾斜:过度下沉或倾斜', '上部结构下沉或倾斜:过度下沉或倾斜')], 'recall': 0.5, 'precision': 0.5}}"
39,1.0,0.8571428571428571,0.5,1.0,1.0,"[('封口高度', '封口高度'), ('桩顶上覆压力', '桩顶上覆压力'), ('桩顶土隆起', '桩顶土隆起'), ('沉降', '沉降'), ('桩体强度', '桩体强度'), ('封口标高', '封口标高')]","{'封口高度': 1, '桩顶上覆压力': 1, '桩顶土隆起': 0, '沉降': 0, '桩体强度': 0, '封口标高': 1}","{'封口标高': {'content': [('封口标高:高于原地面', '封口标高:高于原地面'), ('封口标高:低于或等于原地面', '封口标高:低于原地面')], 'recall': 1.0, 'precision': 1.0}}"
47,1.0,0.8,0.75,0.5,0.5,"[('混凝土体积', '水泥水化热'), ('混凝土内部温度和温度应力', '裂缝原因'), ('温度监测控制', '裂缝控制措施'), ('混凝土有害的温度裂缝', '混凝土裂缝')]","{'混凝土体积': 1, '混凝土内部温度和温度应力': 1, '温度监测控制': 1, '混凝土有害的温度裂缝': 0}","{'混凝土有害的温度裂缝': {'content': [('混凝土有害的温度裂缝:出现', '混凝土有害的温度裂缝:无裂缝')], 'recall': 0.5, 'precision': 0.5}}"
